# 25 25
456 499 419 626 816 818 856 936 980 929 780 767 698 532 387 355 354 354 361 402 439 463 482 422 381
501 516 416 478 652 840 887 669 641 687 677 688 591 461 371 359 376 409 402 359 358 359 359 361 516
560 505 410 448 559 716 735 586 488 391 386 386 373 364 422 549 523 590 593 488 363 404 464 500 596
635 530 419 436 584 822 772 772 545 581 694 562 466 534 700 600 631 622 543 459 455 601 646 593 540
655 616 510 483 476 590 816 767 552 768 842 679 751 838 723 620 790 691 638 572 549 752 715 706 546
615 728 674 728 679 623 711 785 753 977 951 1023 1037 917 646 781 961 794 734 586 600 845 809 669 644
545 687 751 738 750 782 857 768 707 757 907 954 813 740 850 1031 1062 877 738 572 761 904 882 806 544
462 554 524 621 458 578 846 858 642 536 616 732 774 696 861 950 1049 977 775 616 727 812 832 831 730
409 371 406 526 375 561 817 765 526 444 522 522 532 554 604 747 911 859 727 699 631 724 709 793 879
212 324 275 375 317 504 511 593 464 579 852 779 575 467 449 552 731 790 658 650 570 591 637 773 792
202 179 189 217 265 326 335 404 408 589 846 851 816 699 561 467 434 440 440 424 415 408 546 782 709
475 380 300 256 235 235 254 346 466 441 629 682 936 917 868 819 694 684 640 686 612 473 405 530 524
558 549 443 468 435 352 264 336 468 411 462 667 979 928 808 877 909 933 825 747 658 666 483 357 497
520 529 385 534 571 464 443 302 307 352 415 585 865 819 722 659 741 871 793 719 778 740 558 414 333
430 463 335 508 734 679 616 580 375 300 327 442 641 755 707 634 613 730 723 659 679 511 429 412 421
429 357 298 386 643 754 599 602 564 458 307 300 389 520 559 527 512 591 581 506 460 445 483 544 529
443 399 279 304 521 728 632 460 429 393 328 335 322 308 367 395 424 441 446 435 444 483 519 510 495
500 353 251 289 452 552 669 561 538 485 570 648 501 374 349 340 354 388 453 432 436 530 581 608 624
540 298 232 288 383 421 500 542 555 537 603 651 577 461 375 352 322 353 368 397 468 565 603 655 623
330 248 273 331 368 375 414 469 522 508 518 572 642 614 461 391 341 308 313 370 453 480 556 568 550
258 369 391 458 465 406 372 418 472 431 381 453 518 532 543 552 516 448 347 324 407 412 455 457 478
277 426 411 506 542 476 375 368 359 331 313 341 425 503 539 574 568 577 491 326 354 387 380 398 400
249 329 364 443 524 526 488 416 357 334 326 303 314 340 355 352 319 328 331 313 301 335 320 328 354
318 237 250 386 481 500 559 535 419 420 413 373 341 341 331 313 364 394 395 359 304 292 284 276 300
400 299 219 290 444 493 539 386 437 533 501 498 521 570 464 497 635 669 618 532 450 387 386 375 296
