# 25 25
146 188 280 413 491 524 525 511 503 407 520 561 561 541 509 521 548 521 508 547 536 596 586 486 413
153 205 309 419 497 534 526 508 509 393 451 499 526 548 523 461 494 488 478 486 507 514 527 507 422
186 231 314 390 460 494 469 496 494 403 407 430 462 486 504 484 419 449 453 452 507 483 486 425 373
227 255 324 385 440 455 428 438 460 409 365 392 420 438 457 486 391 414 416 419 461 462 448 405 411
261 303 334 393 387 409 407 392 411 416 372 360 390 410 424 439 400 373 402 388 418 477 487 425 423
271 295 336 388 398 363 347 344 341 390 388 351 391 390 431 390 385 349 403 372 430 429 434 410 367
257 304 364 392 415 425 407 365 332 341 364 348 384 383 409 375 340 334 387 372 368 421 476 449 387
293 331 358 412 418 424 419 385 367 313 333 347 374 383 434 402 331 310 350 361 351 470 457 460 376
309 311 347 426 427 416 419 393 342 294 305 347 354 356 411 460 416 354 307 309 369 393 414 413 370
294 272 371 462 438 415 385 362 327 286 358 338 303 396 407 426 427 391 357 289 338 426 429 396 357
276 245 379 500 457 445 410 377 342 278 381 400 313 363 396 386 443 396 396 330 334 433 446 386 330
221 243 390 489 451 402 370 335 321 287 326 349 352 284 358 333 376 380 413 331 350 405 429 383 333
187 277 383 444 437 414 394 371 390 347 305 293 275 284 267 274 282 355 353 295 334 340 387 365 318
179 282 380 427 426 433 451 403 428 421 411 384 369 356 345 316 257 349 319 283 312 308 337 333 298
190 305 389 415 422 407 423 391 422 428 367 447 462 424 393 326 302 299 262 271 303 342 327 294 274
220 295 365 391 405 402 364 338 341 416 335 407 398 366 397 357 347 387 315 241 242 277 266 225 218
243 297 339 367 460 427 380 366 287 273 264 309 327 291 315 319 323 348 365 364 337 258 233 259 253
198 239 302 345 414 440 410 374 308 252 222 231 231 223 238 256 285 293 329 351 321 281 278 262 233
181 242 296 333 380 426 418 347 299 259 228 205 195 191 202 248 277 269 275 284 284 287 244 204 196
170 233 303 371 344 390 400 325 283 275 256 251 238 189 209 222 246 236 243 289 275 232 180 168 157
163 234 289 309 331 319 356 301 252 255 256 252 254 204 263 265 279 233 205 216 185 163 155 149 143
145 203 259 246 311 277 274 260 213 225 275 304 287 218 271 285 223 168 161 151 144 144 143 140 140
157 152 165 213 290 298 212 198 176 228 258 223 218 173 188 157 149 146 144 140 139 140 140 140 140
205 209 172 172 241 194 162 148 142 147 152 138 138 138 136 133 134 136 138 140 140 140 140 140 139
189 193 198 161 173 151 135 133 133 133 133 133 133 133 133 133 133 133 133 134 137 140 140 140 140
