# 25 25
740 710 765 679 587 572 613 568 562 505 495 513 575 539 469 465 454 498 594 615 624 563 605 598 677
658 672 663 641 575 556 541 525 525 500 560 528 476 468 542 518 582 545 535 655 634 579 619 629 692
632 616 606 593 612 634 573 569 520 571 685 601 551 562 570 529 592 525 556 629 611 577 594 612 661
703 724 715 661 669 634 604 618 563 624 725 677 682 604 546 614 610 541 557 626 665 680 690 644 646
747 855 849 834 723 661 639 684 632 667 689 795 743 593 620 627 687 598 568 637 788 867 883 754 664
819 929 942 942 879 818 703 723 743 770 749 815 672 662 721 659 705 656 604 672 784 838 893 821 682
879 847 831 867 882 803 758 773 795 755 735 663 671 768 789 774 758 767 715 731 663 666 700 675 634
766 768 741 817 824 761 676 722 772 728 631 586 680 767 832 823 799 799 721 792 712 594 576 608 635
782 689 718 724 779 763 634 678 680 574 552 553 639 717 750 682 700 705 638 746 643 564 531 596 583
764 707 635 689 782 727 610 619 558 527 536 539 628 716 668 611 622 646 592 648 573 557 516 543 537
641 597 601 602 678 637 587 570 535 535 513 511 572 658 615 544 569 604 519 546 552 543 516 493 519
605 620 614 577 569 560 560 549 573 610 577 573 507 597 614 564 516 557 483 530 595 541 515 486 498
668 651 658 642 686 640 654 636 621 657 655 681 521 493 486 478 479 512 478 506 601 604 576 526 496
689 670 698 730 825 661 659 623 685 734 764 674 627 605 499 509 455 450 439 514 540 559 540 525 500
755 759 756 883 834 704 720 655 739 722 725 694 691 673 638 529 493 465 430 499 447 430 430 447 486
734 758 763 829 800 804 791 712 702 657 641 602 563 560 539 518 538 480 449 453 417 424 420 404 418
725 684 682 766 871 795 863 780 677 720 710 672 598 585 593 607 611 503 445 455 502 494 558 479 412
674 650 628 694 749 791 862 808 721 815 757 660 615 644 637 623 595 487 476 572 592 534 618 538 421
626 579 609 626 669 789 842 779 767 798 775 719 666 581 606 618 522 463 570 618 573 529 517 522 415
558 574 622 704 651 757 889 846 741 674 670 661 693 560 510 518 512 477 542 653 589 472 417 428 403
552 580 615 719 727 672 839 822 760 662 615 601 568 595 623 580 517 615 598 629 523 447 423 446 455
610 608 614 654 750 735 797 877 822 720 659 695 648 652 760 685 587 639 607 530 483 463 485 541 586
607 666 670 652 644 694 684 796 845 774 731 703 646 685 726 677 594 588 509 492 499 472 549 664 576
606 688 707 683 640 558 578 762 852 859 783 689 723 749 670 614 549 525 522 534 563 545 634 720 682
587 657 640 579 570 530 540 651 721 758 854 820 846 759 688 671 622 547 548 571 593 685 717 733 652
