# 25 25
164 164 158 158 160 157 160 166 169 178 186 176 176 188 197 211 239 258 264 271 285 317 349 358 369
164 166 161 156 156 157 159 164 170 178 188 190 170 175 188 202 221 242 253 273 287 297 322 361 373
165 164 166 163 160 158 157 159 162 170 186 193 186 170 179 191 210 238 239 248 264 276 291 316 349
165 170 172 172 171 166 162 163 167 181 195 199 200 177 171 179 192 200 216 220 241 262 276 296 326
162 168 172 173 173 169 168 170 175 184 198 205 199 184 186 174 175 179 181 187 196 216 242 265 295
155 161 166 168 171 171 174 184 187 193 205 214 212 207 205 200 192 207 200 233 238 246 222 234 259
149 151 155 167 175 176 178 185 198 204 213 218 219 214 207 215 201 214 214 227 254 278 285 260 252
151 154 159 170 171 174 177 187 202 213 224 227 229 226 223 220 227 213 221 237 266 287 301 285 278
157 159 156 159 170 179 184 187 202 226 224 232 233 235 235 231 238 237 225 225 239 255 261 267 277
159 162 164 164 173 180 188 200 215 233 229 237 233 237 239 233 241 244 245 244 236 232 246 283 302
165 167 169 174 179 192 195 209 221 242 239 240 236 236 243 242 241 254 263 258 272 274 273 271 281
176 176 181 185 187 190 198 209 215 237 244 241 235 236 244 248 251 252 267 283 289 311 307 305 308
184 191 195 197 207 212 198 198 202 219 235 245 242 244 255 264 267 259 260 287 298 317 334 344 343
197 210 211 217 222 226 225 221 207 204 208 226 232 243 250 253 261 268 276 284 318 351 361 366 366
191 215 224 238 243 240 232 218 215 223 212 217 246 255 252 254 275 291 298 311 354 409 413 409 401
182 206 223 246 254 241 240 242 234 231 233 217 239 264 242 241 265 294 305 315 357 427 435 429 422
188 196 217 245 244 247 255 251 258 261 256 232 225 236 259 259 260 266 288 306 328 370 415 431 427
200 212 220 225 239 250 248 273 285 289 278 249 237 257 285 273 268 259 266 275 295 316 367 417 444
169 213 231 224 223 247 259 275 303 301 277 264 258 296 307 301 272 267 264 285 296 302 335 397 464
175 180 200 227 234 237 265 281 287 305 306 273 249 275 293 309 298 290 275 309 353 375 382 406 476
208 194 178 190 234 237 258 288 308 311 324 288 264 264 264 317 309 280 278 295 349 419 439 455 506
214 211 203 206 210 233 253 283 324 324 346 319 302 286 266 280 302 292 288 302 326 383 463 499 534
235 232 233 236 208 221 245 275 322 329 330 322 319 297 268 278 282 286 295 309 338 404 504 549 532
251 259 262 286 247 212 252 268 329 362 355 348 301 289 274 326 320 303 317 320 353 411 512 570 540
264 275 275 306 277 233 223 235 292 357 375 358 325 303 280 319 352 322 342 347 337 382 482 579 604
