# 25 25
385 244 206 226 367 460 498 609 859 850 630 479 455 585 635 677 655 666 542 392 333 358 383 385 414
622 503 442 422 301 321 413 654 814 729 664 788 853 760 674 740 679 596 540 460 352 333 328 328 329
629 612 601 686 659 573 603 570 513 454 640 740 683 599 559 489 434 400 426 463 533 557 462 382 332
377 472 518 637 823 829 697 479 267 272 294 296 377 678 670 496 436 612 752 793 675 576 551 448 338
387 577 819 902 658 569 648 410 185 234 330 310 256 348 448 413 691 826 790 673 499 395 375 363 370
572 792 911 929 774 520 415 337 144 324 607 613 572 388 397 660 889 681 608 475 333 431 566 605 495
433 564 554 699 564 489 255 172 137 392 504 520 720 687 634 869 753 739 530 339 328 620 726 736 599
426 489 660 608 312 211 136 134 135 191 204 298 427 506 476 595 511 690 467 273 466 777 914 868 858
596 610 665 439 191 134 134 141 190 175 146 153 149 161 181 223 314 340 182 258 428 781 1015 912 740
548 629 520 274 138 134 147 260 461 553 470 444 382 250 187 149 151 259 338 565 476 475 779 905 824
411 495 397 173 134 134 217 468 572 516 607 715 690 555 508 373 311 406 622 834 724 491 728 836 617
215 175 146 135 134 134 178 301 250 228 311 360 417 536 461 365 364 467 708 818 874 648 726 808 568
134 134 134 134 134 136 189 189 255 448 535 462 306 345 384 386 490 520 488 582 837 728 601 523 539
134 134 134 134 198 220 428 475 443 640 690 592 453 461 554 558 539 752 747 832 861 689 740 793 861
141 138 147 228 438 543 709 617 619 588 583 538 623 590 663 755 603 831 881 725 666 772 828 790 708
448 383 422 601 860 903 726 666 764 683 578 724 694 719 784 891 822 800 859 839 561 450 688 560 533
540 468 560 698 917 837 622 528 682 567 531 745 488 528 859 861 937 940 747 579 408 295 308 295 323
473 523 609 655 656 635 485 441 475 396 613 573 372 525 864 655 853 728 570 504 247 215 460 583 566
532 548 652 828 777 555 427 356 359 479 591 523 334 476 735 558 661 558 569 372 175 463 934 955 917
435 471 536 695 570 473 328 296 287 388 533 473 318 550 735 487 353 407 527 197 269 731 912 723 641
355 386 390 410 343 239 233 359 386 313 350 378 316 542 624 550 306 443 387 161 355 781 995 887 795
267 203 209 216 237 327 352 379 384 312 258 258 351 671 809 707 382 309 259 178 457 829 874 685 501
150 214 318 345 374 395 431 461 466 399 262 279 427 558 707 593 287 230 176 371 688 871 645 404 216
137 213 298 322 376 361 410 480 361 263 216 311 452 518 432 273 149 205 421 570 786 788 392 216 448
134 139 151 173 212 233 272 247 196 230 313 387 494 386 217 137 134 219 440 590 819 559 217 407 847
