# 25 25
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 153 153 136 143 193 191 158 139 134
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 138 164 146 142 149 154 150 138 134
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 143 149 140 147 151 147 137 134
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 147 149 144 147 156 150 146 138
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 148 154 148 146 151 147 145 144
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 145 154 155 149 149 149 147 148
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 135 151 163 159 152 149 153 152 150
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 135 138 152 195 161 158 152 155 156 152
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 143 172 158 153 142 145 146 143
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 141 146 154 144 143 139 136
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 138 145 135 138 134 134
134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
